,Place,Consumed,Name,Contest,Location,Date,Minutes
1261,1st,32,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1262,2nd,27.5,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1263,3rd,26.5,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1264,4th,22,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1265,5th,20,Yasir Salem,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1266,6th,17.5,Anthony Serino,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1267,7th,15.25,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1268,8th,10,Drew Altavilla,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1269,9th,8.5,Mike Sola,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1270,10th,8,John Watson,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Fishkill, NY",2011-06-25,10.0
1271,1st,12,"Maria ""Edible""",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Fishkill, NY",2011-06-25,10.0
1272,1st,16,"Yat Ming ""Chris"" Lam",Nathan's Famous Hot Dog Eating Contest qualifier,"Beijing, China",2011-06-18,10.0
1273,2nd,13,Lu Mingkui,Nathan's Famous Hot Dog Eating Contest qualifier,"Beijing, China",2011-06-18,10.0
1274,3rd,12,Wang Ranlong,Nathan's Famous Hot Dog Eating Contest qualifier,"Beijing, China",2011-06-18,10.0
1275,?,4,Ding Qian,Nathan's Famous Hot Dog Eating Contest qualifier,"Beijing, China",2011-06-18,10.0
1276,1st,20,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Charlotte, NC",2011-06-18,10.0
1277,2nd,19.5,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Charlotte, NC",2011-06-18,10.0
1278,3rd,13,Travis Wheeler,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Charlotte, NC",2011-06-18,10.0
1279,4th,12,Damien Boykin,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Charlotte, NC",2011-06-18,10.0
1280,5th,11,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Charlotte, NC",2011-06-18,10.0
1281,?,10,Brian Szontagh,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Charlotte, NC",2011-06-18,10.0
1282,1st,12.5,"Grace ""Man Eater"" Lee",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Charlotte, NC",2011-06-18,10.0
1283,1st,26.5,"Damon ""The Omen"" Wells",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1284,1st,23,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Thackerville, OK",2011-06-12,10.0
1285,2nd,25,"Matt ""Megatoad"" Stonie",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1286,2nd,17.75,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Thackerville, OK",2011-06-12,10.0
1287,3rd,21,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1288,3rd,17,Yasir Salem,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Thackerville, OK",2011-06-12,10.0
1289,4th,20,"Benjamin ""The Wolf"" Taylor",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1290,5th,17,Kevin Ross,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1291,6th,11,Fran Sur,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1292,7th,10,"Naader ""Freak8r"" Reda",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1293,7th,10,Peter Ruiz,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1294,9th,9,Vincent Arias,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1295,9th,9,Cliff Cortes,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1296,11th,8,Barry Ross,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Hawthorne, CA",2011-06-12,10.0
1297,1st,8.5,Christine Kitchenmaster,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Hawthorne, CA",2011-06-12,10.0
1298,1st,5,"""Hurricane"" Katrina Klein",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Thackerville, OK",2011-06-12,10.0
1299,2nd,4,Vanessa Ramirez,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Hawthorne, CA",2011-06-12,10.0
1300,1st,29,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Tempe, AZ",2011-06-11,10.0
1301,2nd,21.5,"Chiun ""Jimmy"" Peng",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Tempe, AZ",2011-06-11,10.0
1302,3rd,18,Kobi Bauer,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Tempe, AZ",2011-06-11,10.0
1303,4th,13,"Ryan ""Big Red"" McKillop",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Tempe, AZ",2011-06-11,10.0
1304,1st,21.5,"Michelle ""Cardboard Shell"" Lesco",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Tempe, AZ",2011-06-11,10.0
1305,1st,28,"Aaron ""A-Train"" Osthoff",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1306,2nd,27,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1307,3rd,22,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1308,4th,16,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1309,4th,16,"Ted ""Sixburgh Psycho"" Wilson",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1310,6th,9.5,Cale Kirby,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1311,7th,9,Jaymi Wilson,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1312,8th,7.5,Steve Meyers,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1313,8th,7.5,Kurtis Rucker,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1314,10th,5,Justin Purtee,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Pittsburgh, PA",2011-06-08,10.0
1315,1st,28,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Pittsburgh, PA",2011-06-08,10.0
1316,1st,45,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1317,2nd,37,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1318,3rd,24,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1319,4th,17,Justin Chung,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1320,5th,13,Nicholas Sidelnik,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1321,6th,12,Jeff Cerulli,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1322,6th,12,Andrew LaBabera,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1323,8th,11,Michael Champness,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1324,8th,11,Chris Tichenor,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1325,10th,8.5,"Matty ""Meatballz""",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1326,11th,4,Greg Brown,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Queens, NY",2011-06-04,10.0
1327,1st,7,Laura Leu,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Queens, NY",2011-06-04,10.0
1328,1st,6,David Clark,Nathan's Famous Hot Dog Eating Contest qualifier - amateurs,"Cleveland, OH",2011-06-02,6.0
1329,1st,38,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Cleveland, OH",2011-06-02,10.0
1330,2nd,18,Scott Bickel,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Cleveland, OH",2011-06-02,10.0
1331,3rd,17,Jacob Larry,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Cleveland, OH",2011-06-02,10.0
1332,3rd,17,"Jeremy ""The Jowl"" Park",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Cleveland, OH",2011-06-02,10.0
1333,?,10,Tracy Goode,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Cleveland, OH",2011-06-02,10.0
1334,?,10,"Craig ""The Keg"" Reed",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Cleveland, OH",2011-06-02,10.0
1335,1st,7,Jamie Park,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Cleveland, OH",2011-06-02,10.0
1336,1st,27,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1337,2nd,26.5,"Aaron ""A-Train"" Osthoff",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1338,3rd,22,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1339,4th,18.25,"Eric ""Steakbellie"" Livingston",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1340,5th,15,Yasir Salem,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1341,6th,14.5,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1342,7th,12,Joe Lopardo,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1343,8th,11,Tom Grille,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1344,9th,10,Andrew Kossuth,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1345,10th,4.5,Tengiz Mammadov,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Atlantic City, NJ",2011-05-28,10.0
1346,1st,34,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Atlantic City, NJ",2011-05-28,10.0
1347,2nd,8,Elise Rosenberg,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Atlantic City, NJ",2011-05-28,10.0
1348,3rd,6,Kira Nightingale,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Atlantic City, NJ",2011-05-28,10.0
1349,1st,25,"Pete ""PrettyBoy"" Davekos",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Foxborough (Boston), MA",2011-05-21,10.0
1350,2nd,11,Dan Coonan,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Foxborough (Boston), MA",2011-05-21,10.0
1351,2nd,11,Robert O'Neil,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Foxborough (Boston), MA",2011-05-21,10.0
1352,4th,10,"Tim ""Big Muff"" Michaud",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Foxborough (Boston), MA",2011-05-21,10.0
1353,5th,9,Joao Paulo,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Foxborough (Boston), MA",2011-05-21,10.0
1354,1st,3,Lauren Gallagher,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Foxborough (Boston), MA",2011-05-21,10.0
1355,1st,28.75,"Tim ""Gravy"" Brown",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Newnan, GA",2011-05-14,10.0
1356,2nd,16,"Larry ""The Legend"" McNeil",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Newnan, GA",2011-05-14,10.0
1357,3rd,12,"Steve ""Pi Guy"" Martin",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Newnan, GA",2011-05-14,10.0
1358,4th,11,Damien Boykin,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Newnan, GA",2011-05-14,10.0
1359,5th,?,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Newnan, GA",2011-05-14,10.0
1360,1st,13,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Newnan, GA",2011-05-14,10.0
1361,2nd,9,"Dee ""Princess Pi-Anna"" Martin",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Newnan, GA",2011-05-14,10.0
1362,1st,30,"Sean ""Flash"" Gordon",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Las Vegas, NV",2011-04-23,10.0
1363,2nd,27,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Las Vegas, NV",2011-04-23,10.0
1364,3rd,21,"Rich ""The Locust"" LeFevre",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Las Vegas, NV",2011-04-23,10.0
1365,4th,19,"Travis ""Chewy"" Fowler",Nathan's Famous Hot Dog Eating Contest qualifier - men,"Las Vegas, NV",2011-04-23,10.0
1366,?,18,Ron Koch,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Las Vegas, NV",2011-04-23,10.0
1367,?,13,Dan Allard,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Las Vegas, NV",2011-04-23,10.0
1368,?,8.5,Jason Scarincio,Nathan's Famous Hot Dog Eating Contest qualifier - men,"Las Vegas, NV",2011-04-23,10.0
1369,1st,23,"Stephanie ""Xanadu"" Torres",Nathan's Famous Hot Dog Eating Contest qualifier - women,"Las Vegas, NV",2011-04-23,10.0
1370,?,?,Christine Kitchenmaster,Nathan's Famous Hot Dog Eating Contest qualifier - women,"Las Vegas, NV",2011-04-23,10.0
1371,1st,54,"Joey ""Jaws"" Chestnut",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1372,2nd,45,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1373,3rd,37,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1374,4th,36,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1375,5th,34,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1376,6th,32,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1377,7th,31,"Tim ""Gravy"" Brown",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1378,8th,28,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1379,9th,27,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1380,9th,27,"""Big"" Ben Monson",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1381,11th,26.5,"Sean ""Flash"" Gordon",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1382,12th,24,"Eric ""Badlands"" Booker",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1383,12th,24,"Pete ""PrettyBoy"" Davekos",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1384,14th,20,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1385,15th,15.5,"Bryan ""Big Sexy"" Beard",Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1386,16th,11,Kristopher Adams,Nathan's Famous Hot Dog Eating Contest,"Brooklyn, NY",2010-07-04,10.0
1387,1st,46,"Tim ""Eater X"" Janus",Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2010-06-26,10.0
1388,1st,28.25,"""The Lovely"" Juliet Lee",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1389,1st,25,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1390,2nd,25.5,"Allen ""Shredder"" Goldstein",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1391,2nd,22,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1392,2nd,22,"Pat ""from Moonachie"" Philbin",Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2010-06-26,10.0
1393,3rd,24,"Micah ""Wing Kong"" Collins",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1394,3rd,21,"Brian ""Dud Light"" Dudzinski",Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2010-06-26,10.0
1395,3rd,21,"Damon ""The Omen"" Wells",Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1396,4th,21,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1397,4th,19,Ron Koch,Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1398,4th,10.5,Andrew Kossuth,Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2010-06-26,10.0
1399,5th,18,Kevin Ross,Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1400,5th,18,"""Big"" Brian Subich",Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1401,5th,17,"Russ ""The Black Hole"" Keeler",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1402,5th,17,"Damon ""Whos ur daddy"" Serignet",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1403,5th,10,"George ""Garbage Gut"" Glum",Nathan's Famous Hot Dog Eating Contest qualifier,"Queens, NY",2010-06-26,10.0
1404,7th,14.25,"Larell Marie ""The Real Deal"" Mele",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1405,8th,13.25,"William ""Wild Bill"" Myers",Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1406,9th,11.5,Yasir Salem,Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1407,10th,8,Mike Sola,Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1408,11th,7,Todd Depole,Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1409,12th,6.5,Drew Altavilla,Nathan's Famous Hot Dog Eating Contest qualifier,"Fishkill, NY",2010-06-26,10.0
1410,?,10,"Sean ""Wrecking Ball"" Brockert",Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1411,?,10,"Matt ""Sweet Tooth"" Cohen",Nathan's Famous Hot Dog Eating Contest qualifier,"Escondido, CA",2010-06-26,10.0
1412,1st,30,"Pat ""Deep Dish"" Bertoletti",Nathan's Famous Hot Dog Eating Contest qualifier,"Charlotte, NC",2010-06-19,10.0
1413,1st,13,Kristopher Adams,Nathan's Famous Hot Dog Eating Contest qualifier,"Fayetteville, NC",2010-06-19,10.0
1414,2nd,8,Tawana Caldwell,Nathan's Famous Hot Dog Eating Contest qualifier,"Fayetteville, NC",2010-06-19,10.0
1415,3rd,11.5,Richard Foley,Nathan's Famous Hot Dog Eating Contest qualifier,"Charlotte, NC",2010-06-19,10.0
1416,4th,10,"Paul ""BoneBreaker"" Barlow, Jr.",Nathan's Famous Hot Dog Eating Contest qualifier,"Charlotte, NC",2010-06-19,10.0
1417,?,4,Andy Brake,Nathan's Famous Hot Dog Eating Contest qualifier,"Charlotte, NC",2010-06-19,10.0
1418,1st,23.5,"Sean ""Flash"" Gordon",Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1419,2nd,23,Crazy Legs Conti,Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1420,3rd,20.5,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1421,4th,15,"""Hurricane"" David Solomon",Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1422,5th,14.5,"""Nasty"" Nathan Biller",Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1423,6th,13,Mark James,Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1424,7th,12,Gary Klucken,Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1425,8th,10.5,Ryan Reed,Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1426,9th,10,Billy Pingleton,Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1427,10th,7.5,"Tony ""Bam"" Martinez",Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1428,11th,4.5,Jeremiah Layman,Nathan's Famous Hot Dog Eating Contest qualifier,"Thackerville, OK",2010-06-13,10.0
1429,1st,34,"Sonya ""The Black Widow"" Thomas",Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2010-06-12,10.0
1430,2nd,14,"Joe ""Big Boss"" Tursi",Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2010-06-12,10.0
1431,?,?,Fred Rose,Nathan's Famous Hot Dog Eating Contest qualifier,"Norfolk, VA",2010-06-12,10.0
1432,1st,12,Andrew Bosque,Nathan's Famous Hot Dog Eating Contest qualifier,"Virginia Beach, VA",2010-06-06,10.0
1433,1st,29,"Erik ""The Red"" Denmark",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2010-06-05,10.0
1434,2nd,25,"Adrian ""The Rabbit"" Morgan",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2010-06-05,10.0
1435,3rd,22,"Damon ""The Omen"" Wells",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2010-06-05,10.0
1436,?,5,Andrew Fountaine,Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2010-06-05,10.0
1437,DQ,?,"Ryan ""Big Red"" McKillop",Nathan's Famous Hot Dog Eating Contest qualifier,"Tempe, AZ",2010-06-05,10.0
1438,1st,40,"Bob ""The Notorious B.O.B."" Shoudt",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlantic City, NJ",2010-05-29,10.0
1439,2nd,25,"""Buffalo"" Jim Reeves",Nathan's Famous Hot Dog Eating Contest qualifier,"Atlantic City, NJ",2010-05-29,10.0
